card_id,front,back,catalan,espanol,palabra,categoria_gramatical,usage_tags,audio_file_name
paraula_5125_01,Jo ho {{c1::faria}} si fos tu.<br>Lo haría si fuera tú.,[sound:jo_ho_faria_si_fos_tu.mp3],Jo ho faria si fos tu.,Lo haría si fuera tú.,faria,Verb,"Common, formal, informal",jo_ho_faria_si_fos_tu.mp3
paraula_5126_01,Va rebre els {{c1::honors}} pertinents.<br>Recibió los honores pertinentes.,[sound:va_rebre_els_honors_pertinents.mp3],Va rebre els honors pertinents.,Recibió los honores pertinentes.,honors,Noun,"Formal, academic, military",va_rebre_els_honors_pertinents.mp3
paraula_5127_01,L'{{c1::humitat}} és alta avui.<br>La humedad es alta hoy.,[sound:lhumitat_s_alta_avui.mp3],L'humitat és alta avui.,La humedad es alta hoy.,humitat,Noun,"Common, formal, informal, weather",lhumitat_s_alta_avui.mp3
paraula_5128_01,Els {{c1::investigadors}} estan treballant en un nou projecte.<br>Los investigadores están trabajando en un nuevo proyecto.,[sound:els_investigadors_estan_treballant_en_un_nou_projecte.mp3],Els investigadors estan treballant en un nou projecte.,Los investigadores están trabajando en un nuevo proyecto.,investigadors,Noun,"Common, formal, science, academia",els_investigadors_estan_treballant_en_un_nou_projecte.mp3
paraula_5129_01,Està {{c1::mantenint}} la casa neta.<br>Está manteniendo la casa limpia.,[sound:est_mantenint_la_casa_neta.mp3],Està mantenint la casa neta.,Está manteniendo la casa limpia.,mantenint,Verb,"Common, formal, informal",est_mantenint_la_casa_neta.mp3
paraula_5130_01,Viu a {{c1::Martorell}}.<br>Vive en {{c2::Martorell}}.,[sound:viu_a_martorell.mp3],Viu a Martorell.,Vive en Martorell.,Martorell,Proper noun,"Geographic location, common",viu_a_martorell.mp3
paraula_5131_01,L'{{c1::obtenció}} de la llicència va ser un procés llarg.<br>La obtención de la licencia fue un proceso largo.,[sound:lobtenci_de_la_llicncia_va_ser_un_procs_llarg.mp3],L'obtenció de la llicència va ser un procés llarg.,La obtención de la licencia fue un proceso largo.,obtenció,Noun,"common, formal, process",lobtenci_de_la_llicncia_va_ser_un_procs_llarg.mp3
paraula_5132_01,{{c1::Otó}} anava cada dia a la feina en bicicleta.<br>{{c2::Otó}} iba cada día al trabajo en bicicleta.,[sound:ot_anava_cada_dia_a_la_feina_en_bicicleta.mp3],Otó anava cada dia a la feina en bicicleta.,Otó iba cada día al trabajo en bicicleta.,Otó,Proper noun,names,ot_anava_cada_dia_a_la_feina_en_bicicleta.mp3
paraula_5133_01,Hem de {{c1::recollir}} les fulles mortes del jardí.<br>Tenemos que recoger las hojas muertas del jardín.,[sound:hem_de_recollir_les_fulles_mortes_del_jard.mp3],Hem de recollir les fulles mortes del jardí.,Tenemos que recoger las hojas muertas del jardín.,recollir,Verb,"common, action",hem_de_recollir_les_fulles_mortes_del_jard.mp3
paraula_5134_01,La {{c1::simetria}} del dibuix és perfecta.<br>La simetría del dibujo es perfecta.,[sound:la_simetria_del_dibuix_s_perfecta.mp3],La simetria del dibuix és perfecta.,La simetría del dibujo es perfecta.,simetria,Noun,"common, art, mathematics",la_simetria_del_dibuix_s_perfecta.mp3
paraula_5135_01,El teu {{c1::talent}} per la música és impressionant.<br>Tu talento para la música es impresionante.,[sound:el_teu_talent_per_la_msica_s_impressionant.mp3],El teu talent per la música és impressionant.,Tu talento para la música es impresionante.,talent,Noun,"common, personal",el_teu_talent_per_la_msica_s_impressionant.mp3
paraula_5136_01,Es un enginyer {{c1::titulat}} a la Universitat de Barcelona.<br>Es un ingeniero titulado en la Universidad de Barcelona.,[sound:es_un_enginyer_titulat_a_la_universitat_de_barcelona.mp3],Es un enginyer titulat a la Universitat de Barcelona.,Es un ingeniero titulado en la Universidad de Barcelona.,titulat,Adjective,"common, formal, education",es_un_enginyer_titulat_a_la_universitat_de_barcelona.mp3
paraula_5138_01,Vaig passar l'estiu a {{c1::Vilafranca}}.<br>Pasé el verano en {{c2::Vilafranca}}.,[sound:vaig_passar_lestiu_a_vilafranca.mp3],Vaig passar l'estiu a Vilafranca.,Pasé el verano en Vilafranca.,Vilafranca,Proper noun,"Geography, place name",vaig_passar_lestiu_a_vilafranca.mp3
paraula_5139_01,La meva mare és {{c1::aragonesa}}.<br>Mi madre es {{c2::aragonesa}}.,[sound:la_meva_mare_s_aragonesa.mp3],La meva mare és aragonesa.,Mi madre es aragonesa.,aragonesa,Adjective,"common, regional",la_meva_mare_s_aragonesa.mp3
paraula_5140_01,Els {{c1::associats}} es reuniran demà.<br>Los asociados se reunirán mañana.,[sound:els_associats_es_reuniran_dem.mp3],Els associats es reuniran demà.,Los asociados se reunirán mañana.,associats,Noun,"common, business",els_associats_es_reuniran_dem.mp3
paraula_5141_01,La Sinfonia número 9 és una de les obres més conegudes de {{c1::Beethoven}}.<br>La Sinfonía número 9 es una de las obras más conocidas de {{c2::Beethoven}}.,[sound:la_sinfonia_nmero_9_s_una_de_les_obres_ms_conegudes_de_beethoven.mp3],La Sinfonia número 9 és una de les obres més conegudes de Beethoven.,La Sinfonía número 9 es una de las obras más conocidas de Beethoven.,Beethoven,Proper Noun,"Music, Culture, History",la_sinfonia_nmero_9_s_una_de_les_obres_ms_conegudes_de_beethoven.mp3
paraula_5142_01,Hem d'escalar dos {{c1::cims}} abans de posar el sol.<br>Tenemos que escalar dos cimas antes de que se ponga el sol.,[sound:hem_descalar_dos_cims_abans_de_posar_el_sol.mp3],Hem d'escalar dos cims abans de posar el sol.,Tenemos que escalar dos cimas antes de que se ponga el sol.,cims,Noun,"Geography, Nature, Outdoor Activities",hem_descalar_dos_cims_abans_de_posar_el_sol.mp3
paraula_5143_01,El meu {{c1::cognom}} és Giménez.<br>Mi apellido es Giménez.,[sound:el_meu_cognom_s_gimnez.mp3],El meu cognom és Giménez.,Mi apellido es Giménez.,cognom,Noun,"Personal information, Common, Formal",el_meu_cognom_s_gimnez.mp3
paraula_5144_01,El teu germà es {{c1::comporta}} molt bé.<br>Tu hermano se {{c2::comporta}} muy bien.,[sound:el_teu_germ_es_comporta_molt_b.mp3],El teu germà es comporta molt bé.,Tu hermano se comporta muy bien.,comporta,Verb,"Common, Human Behavior",el_teu_germ_es_comporta_molt_b.mp3
paraula_5145_01,Les muntanyes {{c1::elevades}} estan cobertes de neu.<br>Las montañas elevadas están cubiertas de nieve.,[sound:les_muntanyes_elevades_estan_cobertes_de_neu.mp3],Les muntanyes elevades estan cobertes de neu.,Las montañas elevadas están cubiertas de nieve.,elevades,Adjective,"Geography, Nature",les_muntanyes_elevades_estan_cobertes_de_neu.mp3
paraula_5146_01,L'{{c1::estel}} més brillant al cel és el Polaris.<br>La estrella más brillante en el cielo es la Polar.,[sound:lestel_ms_brillant_al_cel_s_el_polaris.mp3],L'estel més brillant al cel és el Polaris.,La estrella más brillante en el cielo es la Polar.,estel,Noun,"Astronomy, Night, Sky",lestel_ms_brillant_al_cel_s_el_polaris.mp3
paraula_5147_01,Cal {{c1::impulsar}} la integració social de les persones desfavorides.<br>Hay que {{c2::impulsar}} la integración social de las personas desfavorecidas.,[sound:cal_impulsar_la_integraci_social_de_les_persones_desfavorides.mp3],Cal impulsar la integració social de les persones desfavorides.,Hay que impulsar la integración social de las personas desfavorecidas.,impulsar,Verb,"Social issues, Movement, Change, Common",cal_impulsar_la_integraci_social_de_les_persones_desfavorides.mp3
paraula_5148_01,{{c1::Iran}} es troba a l'oest d'Afganistan.<br>Irán se encuentra al oeste de Afganistán.,[sound:iran_es_troba_a_loest_dafganistan.mp3],Iran es troba a l'oest d'Afganistan.,Irán se encuentra al oeste de Afganistán.,Iran,Proper Noun,"Geography, Politics, History",iran_es_troba_a_loest_dafganistan.mp3
paraula_5149_01,Les {{c1::larves}} d'aquestes papallones es converteixen en crisàlides.<br>Las larvas de estas mariposas se convierten en crisálidas.,[sound:les_larves_daquestes_papallones_es_converteixen_en_crislides.mp3],Les larves d'aquestes papallones es converteixen en crisàlides.,Las larvas de estas mariposas se convierten en crisálidas.,larves,"Noun Usage tags: Entomology, Nature, Biology","Entomology, Nature, Biology",les_larves_daquestes_papallones_es_converteixen_en_crislides.mp3
paraula_5150_01,L'equip va aconseguir l'èxit gràcies al bon {{c1::liderat}} del seu capità.<br>El equipo logró el éxito gracias al buen liderazgo de su capitán.,[sound:lequip_va_aconseguir_lxit_grcies_al_bon_liderat_del_seu_capit.mp3],L'equip va aconseguir l'èxit gràcies al bon liderat del seu capità.,El equipo logró el éxito gracias al buen liderazgo de su capitán.,liderat,Noun,"Business, Management, Sports.",lequip_va_aconseguir_lxit_grcies_al_bon_liderat_del_seu_capit.mp3
paraula_5151_01,En {{c1::Marcel}} és un bon amic.<br>{{c2::Marcel}} es un buen amigo.,[sound:en_marcel_s_un_bon_amic.mp3],En Marcel és un bon amic.,Marcel es un buen amigo.,Marcel,Noun (Proper noun),"Common, names",en_marcel_s_un_bon_amic.mp3
paraula_5152_01,Aquesta {{c1::modalitat}} d'ensenyament és molt participativa.<br>Este método de enseñanza es muy participativo.,[sound:aquesta_modalitat_densenyament_s_molt_participativa.mp3],Aquesta modalitat d'ensenyament és molt participativa.,Este método de enseñanza es muy participativo.,modalitat,Noun,"Common, education, business",aquesta_modalitat_densenyament_s_molt_participativa.mp3
paraula_5153_01,"{{c1::personalment}}, no estic d'acord amb aquesta decisió.<br>Personalmente, no estoy de acuerdo con esta decisión.",[sound:personalment_no_estic_dacord_amb_aquesta_decisi.mp3],"Personalment, no estic d'acord amb aquesta decisió.","Personalmente, no estoy de acuerdo con esta decisión.",personalment,Adverb,"Common, formal",personalment_no_estic_dacord_amb_aquesta_decisi.mp3
paraula_5154_01,Els estudiants {{c1::realitzen}} el projecte amb èxit.<br>Los estudiantes realizan el proyecto con éxito.,[sound:els_estudiants_realitzen_el_projecte_amb_xit.mp3],Els estudiants realitzen el projecte amb èxit.,Los estudiantes realizan el proyecto con éxito.,realitzen,Verb,"Common, business, education",els_estudiants_realitzen_el_projecte_amb_xit.mp3
paraula_5155_01,Els pirates van {{c1::saquejar}} el poble.<br>Los piratas saquearon el pueblo.,[sound:els_pirates_van_saquejar_el_poble.mp3],Els pirates van saquejar el poble.,Los piratas saquearon el pueblo.,saquejar,Verb,"Common, history, crime",els_pirates_van_saquejar_el_poble.mp3
paraula_5156_01,Hem trobat diverses {{c1::solucions}} al problema.<br>Hemos encontrado varias soluciones al problema.,[sound:hem_trobat_diverses_solucions_al_problema.mp3],Hem trobat diverses solucions al problema.,Hemos encontrado varias soluciones al problema.,solucions,Noun,"Common, business, education, problem-solving",hem_trobat_diverses_solucions_al_problema.mp3
paraula_5157_01,Els llibres {{c1::usats}} es venen a preus més baixos.<br>Los libros usados se venden a precios más bajos.,[sound:els_llibres_usats_es_venen_a_preus_ms_baixos.mp3],Els llibres usats es venen a preus més baixos.,Los libros usados se venden a precios más bajos.,usats,Adjective,"Common, shopping",els_llibres_usats_es_venen_a_preus_ms_baixos.mp3
paraula_5158_01,La Traviata és una òpera de {{c1::Verdi}}.<br>La Traviata es una ópera de {{c2::Verdi}}.,[sound:la_traviata_s_una_pera_de_verdi.mp3],La Traviata és una òpera de Verdi.,La Traviata es una ópera de Verdi.,Verdi,Noun (Proper noun),"Common, music",la_traviata_s_una_pera_de_verdi.mp3
paraula_5159_01,Aquest medicament és {{c1::vital}} per a la seva recuperació.<br>Este medicamento es {{c2::vital}} para su recuperación.,[sound:aquest_medicament_s_vital_per_a_la_seva_recuperaci.mp3],Aquest medicament és vital per a la seva recuperació.,Este medicamento es vital para su recuperación.,vital,Adjective,"Common, medical",aquest_medicament_s_vital_per_a_la_seva_recuperaci.mp3
paraula_5160_01,Els {{c1::voluntaris}} ajuden a la creu roja.<br>Los voluntarios ayudan a la cruz roja.,[sound:els_voluntaris_ajuden_a_la_creu_roja.mp3],Els voluntaris ajuden a la creu roja.,Los voluntarios ayudan a la cruz roja.,voluntaris,Noun,"Common, social services",els_voluntaris_ajuden_a_la_creu_roja.mp3
paraula_5161_01,Els actors fan un {{c1::assaig}} abans de l'actuació.<br>Los actores hacen un ensayo antes de la actuación.,[sound:els_actors_fan_un_assaig_abans_de_lactuaci.mp3],Els actors fan un assaig abans de l'actuació.,Los actores hacen un ensayo antes de la actuación.,assaig,Noun,"Common, Performance, Theatre",els_actors_fan_un_assaig_abans_de_lactuaci.mp3
paraula_5161_02,He d'escriure un {{c1::assaig}} sobre la Guerra Civil.<br>Tengo que escribir un ensayo sobre la Guerra Civil.,[sound:he_descriure_un_assaig_sobre_la_guerra_civil.mp3],He d'escriure un assaig sobre la Guerra Civil.,Tengo que escribir un ensayo sobre la Guerra Civil.,assaig,Noun,"Common, Writing, Education",he_descriure_un_assaig_sobre_la_guerra_civil.mp3
paraula_5162_01,Ella {{c1::compon}} la música per a l'orquestra.<br>Ella compone la música para la orquesta.,[sound:ella_compon_la_msica_per_a_lorquestra.mp3],Ella compon la música per a l'orquestra.,Ella compone la música para la orquesta.,compon,Verb,"Common, Music",ella_compon_la_msica_per_a_lorquestra.mp3
paraula_5163_01,Ha canviat la {{c1::configuració}} de la seva computadora.<br>Ha cambiado la configuración de su computadora.,[sound:ha_canviat_la_configuraci_de_la_seva_computadora.mp3],Ha canviat la configuració de la seva computadora.,Ha cambiado la configuración de su computadora.,configuració,Noun,"Common, Technology",ha_canviat_la_configuraci_de_la_seva_computadora.mp3
paraula_5164_01,Els cúmuls són núvols blancs i esponjosos.<br>Los cúmulos son nubes blancas y esponjosas.,[sound:els_cmuls_sn_nvols_blancs_i_esponjosos.mp3],Els cúmuls són núvols blancs i esponjosos.,Los cúmulos son nubes blancas y esponjosas.,cúmul,Noun,"Common, Weather",els_cmuls_sn_nvols_blancs_i_esponjosos.mp3
paraula_5164_02,El {{c1::cúmul}} de les seves despeses és massa alt.<br>El cúmulo de sus gastos es demasiado alto.,[sound:el_cmul_de_les_seves_despeses_s_massa_alt.mp3],El cúmul de les seves despeses és massa alt.,El cúmulo de sus gastos es demasiado alto.,cúmul,Noun,"Common, Finance",el_cmul_de_les_seves_despeses_s_massa_alt.mp3
paraula_5165_01,Els seus {{c1::descobriments}} van canviar la ciència.<br>Sus descubrimientos cambiaron la ciencia.,[sound:els_seus_descobriments_van_canviar_la_cincia.mp3],Els seus descobriments van canviar la ciència.,Sus descubrimientos cambiaron la ciencia.,descobriments,Noun,"Common, Science",els_seus_descobriments_van_canviar_la_cincia.mp3
paraula_5166_01,Tenim problemes amb els circuits {{c1::elèctriques}} de la casa.<br>Tenemos problemas con los circuitos eléctricos de la casa.,[sound:tenim_problemes_amb_els_circuits_elctriques_de_la_casa.mp3],Tenim problemes amb els circuits elèctriques de la casa.,Tenemos problemas con los circuitos eléctricos de la casa.,elèctriques,Adjective,"Common, Technology",tenim_problemes_amb_els_circuits_elctriques_de_la_casa.mp3
paraula_5167_01,Va pujar les {{c1::escales}} per arribar al segon pis.<br>Subió las escaleras para llegar al segundo piso.,[sound:va_pujar_les_escales_per_arribar_al_segon_pis.mp3],Va pujar les escales per arribar al segon pis.,Subió las escaleras para llegar al segundo piso.,escales,Noun,"Common, Architecture",va_pujar_les_escales_per_arribar_al_segon_pis.mp3
paraula_5167_02,La truita té {{c1::escales}} platejades.<br>La trucha tiene escamas plateadas.,[sound:la_truita_t_escales_platejades.mp3],La truita té escales platejades.,La trucha tiene escamas plateadas.,escales,Noun,"Common, Biology",la_truita_t_escales_platejades.mp3
paraula_5168_01,El {{c1::franquisme}} va ser una època fosca a Espanya.<br>El franquismo fue una época oscura en España.,[sound:el_franquisme_va_ser_una_poca_fosca_a_espanya.mp3],El franquisme va ser una època fosca a Espanya.,El franquismo fue una época oscura en España.,franquisme,Noun,"Historical, Politics",el_franquisme_va_ser_una_poca_fosca_a_espanya.mp3
paraula_5169_01,Va comprar una nova {{c1::funda}} per al seu mòbil.<br>Compró una nueva {{c2::funda}} para su móvil.,[sound:va_comprar_una_nova_funda_per_al_seu_mbil.mp3],Va comprar una nova funda per al seu mòbil.,Compró una nueva funda para su móvil.,funda,Noun,"Common, Everyday Items",va_comprar_una_nova_funda_per_al_seu_mbil.mp3
paraula_5170_01,Menja en el {{c1::gabinet}} amb el cap.<br>Come en el despacho con el jefe.,[sound:menja_en_el_gabinet_amb_el_cap.mp3],Menja en el gabinet amb el cap.,Come en el despacho con el jefe.,gabinet,Noun,"Common, Work",menja_en_el_gabinet_amb_el_cap.mp3
paraula_5170_02,El president ha presentat el seu nou {{c1::gabinet}}.<br>El presidente ha presentado su nuevo gabinete.,[sound:el_president_ha_presentat_el_seu_nou_gabinet.mp3],El president ha presentat el seu nou gabinet.,El presidente ha presentado su nuevo gabinete.,gabinet,Noun,"Politics, Formal",el_president_ha_presentat_el_seu_nou_gabinet.mp3
